catalog,well,plate,order,family,genus,species,date,dates_corr,year,orders
24W092,D1,CDFA_P25,Diptera (Brachycera),Apystomyiidae,Apystomyia,elinguis,28.V.2015,2015-05-28,2015,NA
24W099,E1,CDFA_P25,Diptera (Brachycera),Hybotidae,Drapetis,NA,30.VI.1994,1994-06-30,1994,Diptera
24W102,F1,CDFA_P25,Diptera (Brachycera),Hybotidae,Drapetis,NA,9.VIII.1982,1982-08-09,1982,Diptera
24W104,G1,CDFA_P25,Diptera (Brachycera),Hybotidae,Drapetis,NA,9.VIII.1982,1982-08-09,1982,Diptera
24W105,H1,CDFA_P25,Diptera (Brachycera),Hybotidae,Tachyempis,NA,21.VIII.1983,1983-08-21,1983,Diptera
24W112,A2,CDFA_P25,Diptera (Brachycera),Dolichopodidae,Chrysotus,NA,11.VIII.1984,1984-08-11,1984,Diptera
24W113,B2,CDFA_P25,Diptera (Brachycera),Dolichopodidae,Chrysotus,NA,14.VII.1985,1985-07-14,1985,Diptera
24W114,C2,CDFA_P25,Diptera (Brachycera),Dolichopodidae,Chrysotus,NA,27.VII.1982,1982-07-27,1982,Diptera
24W116,D2,CDFA_P25,Diptera (Brachycera),Empididae,Clinocera,NA,8.VI.2006,2006-06-08,2006,Diptera
24W120,E2,CDFA_P25,Diptera (Brachycera),Hybotidae,Platypalpus,NA,19.III.2002,2002-03-19,2002,Diptera
24W122,F2,CDFA_P25,Diptera (Brachycera),Hybotidae,Platypalpus,NA,19.III.2002,2002-03-19,2002,Diptera
24W123,G2,CDFA_P25,Diptera (Brachycera),Hybotidae,Platypalpus,NA,19.III.2002,2002-03-19,2002,Diptera
24W125,H2,CDFA_P25,Diptera (Brachycera),Syrphidae,Allograpta,exotica,19.III.2002,2002-03-19,2002,Diptera
24W131,A3,CDFA_P25,Diptera (Brachycera),Dolichopodidae,Gymnopternus,NA,14.VIII.1982,1982-08-14,1982,Diptera
24W133,B3,CDFA_P25,Diptera (Brachycera),Dolichopodidae,Gymnopternus,NA,5.VII.1985,1985-07-05,1985,Diptera
24W134,C3,CDFA_P25,Diptera (Brachycera),Dolichopodidae,Gymnopternus,NA,5.VII.1985,1985-07-05,1985,Diptera
24W136,D3,CDFA_P25,Diptera (Brachycera),Empididae,Clinocera,lineata,8.VI.2006,2006-06-08,2006,Diptera
24W137,E3,CDFA_P25,Diptera (Brachycera),Hybotidae,Tachypeza,NA,14.VII.1987,1987-07-14,1987,Diptera
24W139,F3,CDFA_P25,Diptera (Brachycera),Hybotidae,Tachypeza,NA,7.VIII.1982,1982-08-07,1982,Diptera
24W140,G3,CDFA_P25,Diptera (Brachycera),Hybotidae,Tachypeza,NA,17.VIII.1985,1985-08-17,1985,Diptera
24W141,H3,CDFA_P25,Diptera (Brachycera),Syrphidae,Allograpta,exotica,15.IV.2003,2003-04-15,2003,Diptera
24W142,A4,CDFA_P25,Diptera (Brachycera),Dolichopodidae,Medetera,johnthomasi,23.IX.2005,2005-09-23,2005,Diptera
24W143,B4,CDFA_P25,Diptera (Brachycera),Dolichopodidae,Medetera,johnthomasi,23.IX.2005,2005-09-23,2005,Diptera
24W144,C4,CDFA_P25,Diptera (Brachycera),Dolichopodidae,Medetera,johnthomasi,23.IX.2005,2005-09-23,2005,Diptera
24W145,D4,CDFA_P25,Diptera (Brachycera),Empididae,Empis,NA,3.V.1984,1984-05-03,1984,Diptera
24W150,E4,CDFA_P25,Diptera (Brachycera),Lonchopteridae,Lonchoptera,furcata,29.VI.1980,1980-06-29,1980,Diptera
24W151,F4,CDFA_P25,Diptera (Brachycera),Lonchopteridae,Lonchoptera,furcata,15.VIII.1981,1981-08-15,1981,Diptera
24W152,G4,CDFA_P25,Diptera (Brachycera),Lonchopteridae,Lonchoptera,furcata,15.VIII.1981,1981-08-15,1981,Diptera
24W153,H4,CDFA_P25,Diptera (Brachycera),Syrphidae,Allograpta,exotica,15.IV.2003,2003-04-15,2003,Diptera
24W154,A5,CDFA_P25,Diptera (Brachycera),Dolichopodidae,Paraphrosylus,praedator,19.II.2007,2007-02-19,2007,Diptera
24W155,B5,CDFA_P25,Diptera (Brachycera),Dolichopodidae,Paraphrosylus,praedator,19.II.2007,2007-02-19,2007,Diptera
24W156,C5,CDFA_P25,Diptera (Brachycera),Dolichopodidae,Paraphrosylus,praedator,19.II.2007,2007-02-19,2007,Diptera
24W158,D5,CDFA_P25,Diptera (Brachycera),Hybotidae,Crossopalpus,NA,12.IX.1981,1981-09-12,1981,Diptera
24W159,E5,CDFA_P25,Diptera (Brachycera),Lonchopteridae,NA,NA,4.VI.2002,2002-06-04,2002,Diptera
24W160,F5,CDFA_P25,Diptera (Brachycera),Lonchopteridae,NA,NA,4.VI.2002,2002-06-04,2002,Diptera
24W161,G5,CDFA_P25,Diptera (Brachycera),Lonchopteridae,NA,NA,4.VI.2002,2002-06-04,2002,Diptera
24W162,H5,CDFA_P25,Diptera (Brachycera),Syrphidae,Fazia,micrura,26.VI.2010,2010-06-26,2010,Diptera
24W164,A6,CDFA_P25,Diptera (Brachycera),Dolichopodidae,Paraphrosylus,NA,4.IX.1983,1983-09-04,1983,Diptera
24W165,B6,CDFA_P25,Diptera (Brachycera),Dolichopodidae,Paraphrosylus,NA,4.VIII.1985,1985-08-04,1985,Diptera
24W166,C6,CDFA_P25,Diptera (Brachycera),Dolichopodidae,Paraphrosylus,NA,4.VIII.1985,1985-08-04,1985,Diptera
24W167,D6,CDFA_P25,Diptera (Brachycera),Hybotidae,Crossopalpus,NA,26.II.1980,1980-02-26,1980,Diptera
24W169,E6,CDFA_P25,Diptera (Brachycera),Platypezidae,Calotarsa,insignis,27.XI.1980,1980-11-27,1980,Diptera
24W170,F6,CDFA_P25,Diptera (Brachycera),Platypezidae,Calotarsa,insignis,27.XI.1980,1980-11-27,1980,Diptera
24W171,G6,CDFA_P25,Diptera (Brachycera),Platypezidae,Calotarsa,insignis,18.XII.1991,1991-12-18,1991,Diptera
24W172,H6,CDFA_P25,Diptera (Brachycera),Pipunculidae,Pipunculus,NA,14.VIII.1982,1982-08-14,1982,Diptera
24W178,A7,CDFA_P25,Diptera (Brachycera),Empididae,Neoplasta,NA,22.IX.1984,1984-09-22,1984,Diptera
24W179,B7,CDFA_P25,Diptera (Brachycera),Empididae,Neoplasta,NA,15.IX.1984,1984-09-15,1984,Diptera
24W180,C7,CDFA_P25,Diptera (Brachycera),Empididae,Neoplasta,NA,15.IX.1984,1984-09-15,1984,Diptera
24W181,D7,CDFA_P25,Diptera (Brachycera),Hybotidae,Chersodromia,inchoata,26.II.1980,1980-02-26,1980,Diptera
24W182,E7,CDFA_P25,Diptera (Brachycera),Platypezidae,Plesioclythia,agarici,28.II.1982,1982-02-28,1982,Diptera
24W183,F7,CDFA_P25,Diptera (Brachycera),Platypezidae,Plesioclythia,agarici,28.II.1982,1982-02-28,1982,Diptera
24W184,G7,CDFA_P25,Diptera (Brachycera),Platypezidae,Plesioclythia,agarici,28.II.1982,1982-02-28,1982,Diptera
24W185,H7,CDFA_P25,Diptera (Brachycera),Pipunculidae,Pipunculus,NA,27.VII.1982,1982-07-27,1982,Diptera
24W186,A8,CDFA_P25,Diptera (Brachycera),Empididae,Neoplasta,megorchis,8.IX.1983,1983-09-08,1983,Diptera
24W187,B8,CDFA_P25,Diptera (Brachycera),Empididae,Neoplasta,megorchis,8.IX.1983,1983-09-08,1983,Diptera
24W188,C8,CDFA_P25,Diptera (Brachycera),Empididae,Neoplasta,megorchis,8.IX.1983,1983-09-08,1983,Diptera
24W189,D8,CDFA_P25,Diptera (Brachycera),Hybotidae,Chersodromia,inchoata,26.II.1980,1980-02-26,1980,Diptera
24W190,E8,CDFA_P25,Diptera (Brachycera),Platypezidae,Protoclythia,californica,21.XII.1984,1984-12-21,1984,Diptera
24W191,F8,CDFA_P25,Diptera (Brachycera),Platypezidae,Protoclythia,californica,24.XII.1985,1985-12-24,1985,Diptera
24W192,G8,CDFA_P25,Diptera (Brachycera),Platypezidae,Protoclythia,californica,24.XII.1985,1985-12-24,1985,Diptera
24W193,H8,CDFA_P25,Diptera (Brachycera),Platypezidae,Polyporivora,NA,7.II.1990,1990-02-07,1990,Diptera
24W195,A9,CDFA_P25,Diptera (Brachycera),Empididae,Brachystoma,NA,3.VI.1984,1984-06-03,1984,Diptera
24W196,B9,CDFA_P25,Diptera (Brachycera),Empididae,Brachystoma,NA,3.VI.1984,1984-06-03,1984,Diptera
24W198,C9,CDFA_P25,Diptera (Brachycera),Empididae,Brachystoma,NA,3.VI.1984,1984-06-03,1984,Diptera
24W199,D9,CDFA_P25,Diptera (Brachycera),Hybotidae,Chersodromia,inchoata,26.II.1980,1980-02-26,1980,Diptera
24W200,E9,CDFA_P25,Diptera (Brachycera),Phoridae,Pseudacteon,tricuspis,VI.2005,NA,NA,Diptera
24W201,F9,CDFA_P25,Diptera (Brachycera),Phoridae,Pseudacteon,tricuspis,VI.2005,NA,NA,Diptera
24W202,G9,CDFA_P25,Diptera (Brachycera),Phoridae,Pseudacteon,tricuspis,VI.2005,NA,NA,Diptera
24W203,H9,CDFA_P25,Diptera (Brachycera),Syrphidae,Allograpta,obliqua,29.VI.2016,2016-06-29,2016,Diptera
24W205,A10,CDFA_P25,Diptera (Brachycera),Empididae,Rhamphomyia,sp. 2,20.VI.1994,1994-06-20,1994,Diptera
24W206,B10,CDFA_P25,Diptera (Brachycera),Empididae,Rhamphomyia,sp. 2,20.VI.1994,1994-06-20,1994,Diptera
24W207,C10,CDFA_P25,Diptera (Brachycera),Empididae,Rhamphomyia,sp. 2,20.VI.1994,1994-06-20,1994,Diptera
24W208,D10,CDFA_P25,Diptera (Brachycera),Hybotidae,Leptopeza,NA,3.V.1984,1984-05-03,1984,Diptera
24W209,E10,CDFA_P25,Diptera (Brachycera),Pipunculidae,Chalarus,NA,3.V.1984,1984-05-03,1984,Diptera
24W210,F10,CDFA_P25,Diptera (Brachycera),Pipunculidae,Chalarus,NA,3.V.1984,1984-05-03,1984,Diptera
24W211,G10,CDFA_P25,Diptera (Brachycera),Pipunculidae,Chalarus,NA,29.VI.1988,1988-06-29,1988,Diptera
24W212,H10,CDFA_P25,Diptera (Brachycera),Pipunculidae,Tomosvaryella,NA,10.VIII.1983,1983-08-10,1983,Diptera
24W213,A11,CDFA_P25,Diptera (Brachycera),Hybotidae,Cerathybos,NA,8.IX.1983,1983-09-08,1983,Diptera
24W214,B11,CDFA_P25,Diptera (Brachycera),Hybotidae,Cerathybos,NA,3.V.1984,1984-05-03,1984,Diptera
24W215,C11,CDFA_P25,Diptera (Brachycera),Hybotidae,Cerathybos,NA,8.IX.1983,1983-09-08,1983,Diptera
24W216,D11,CDFA_P25,Diptera (Brachycera),Hybotidae,Leptopeza,NA,3.V.1984,1984-05-03,1984,Diptera
24W217,E11,CDFA_P25,Diptera (Brachycera),Pipunculidae,Eudorylas,NA,26.IV.2002,2002-04-26,2002,Diptera
24W219,F11,CDFA_P25,Diptera (Brachycera),Pipunculidae,Eudorylas,NA,9.VIII.1986,1986-08-09,1986,Diptera
24W220,G11,CDFA_P25,Diptera (Brachycera),Pipunculidae,Eudorylas,NA,9.VI.1993,1993-06-09,1993,Diptera
24W221,H11,CDFA_P25,Diptera (Brachycera),Pipunculidae,Tomosvaryella,NA,7.VIII.1982,1982-08-07,1982,Diptera
24W222,A12,CDFA_P25,Diptera (Brachycera),Hybotidae,Euhybus,NA,23.VI.1994,1994-06-23,1994,Diptera
24W223,B12,CDFA_P25,Diptera (Brachycera),Hybotidae,Euhybus,NA,23.VI.1994,1994-06-23,1994,Diptera
24W224,C12,CDFA_P25,Diptera (Brachycera),Hybotidae,Euhybus,NA,23.VI.1994,1994-06-23,1994,Diptera
24W225,D12,CDFA_P25,Diptera (Brachycera),Hybotidae,Leptopeza,NA,3.V.1984,1984-05-03,1984,Diptera
24W226,E12,CDFA_P25,Diptera (Brachycera),Pipunculidae,Pipunculus,NA,27.VI.1982,1982-06-27,1982,Diptera
24W227,F12,CDFA_P25,Diptera (Brachycera),Pipunculidae,Tomosvaryella,NA,10.VIII.1983,1983-08-10,1983,Diptera
24V435,A1,CDFA_P19,Hymenoptera,Chyphotidae,Typhoctes,peculiaris,31.VII.2016,2016-07-31,2016,Hymenoptera
24V436,B1,CDFA_P19,Hymenoptera,Chyphotidae,Chyphotes,atriceps,02.VIII.2022,2022-08-02,2022,Hymenoptera
24V437,C1,CDFA_P19,Hymenoptera,Chyphotidae,Chyphotes,californicus,06.VII.2019,2019-07-06,2019,Hymenoptera
24V438,D1,CDFA_P19,Hymenoptera,Chyphotidae,Chyphotes,mandibularis,02.VIII.2022,2022-08-02,2022,Hymenoptera
24V439,E1,CDFA_P19,Hymenoptera,Chyphotidae,Chyphotes,melaniceps,02.VIII.2022,2022-08-02,2022,Hymenoptera
24V440,F1,CDFA_P19,Hymenoptera,Chyphotidae,Chyphotes,minusculus,02.VIII.2022,2022-08-02,2022,Hymenoptera
24V441,G1,CDFA_P19,Hymenoptera,Chyphotidae,Chyphotes,stramineus,02.VIII.2022,2022-08-02,2022,Hymenoptera
24V442,H1,CDFA_P19,Hymenoptera,Scoliidae,Colpa,flammicoma,02.VII.2016,2016-07-02,2016,Hymenoptera
24V443,A2,CDFA_P19,Hymenoptera,Scoliidae,Colpa,alcione,02.VII.2017,2017-07-02,2017,Hymenoptera
24V444,B2,CDFA_P19,Hymenoptera,Scoliidae,Triscolia,ardens,03.VII.2016,2016-07-03,2016,Hymenoptera
24V445,C2,CDFA_P19,Hymenoptera,Scoliidae,Dielis,pilipes,02.VII.2016,2016-07-02,2016,Hymenoptera
24V446,D2,CDFA_P19,Hymenoptera,Thynnidae,Myzinum,frontalis,30.VI.2018,2018-06-30,2018,Hymenoptera
24V447,E2,CDFA_P19,Hymenoptera,Thynnidae,Lalapa,lusa,19.VI.2022,2022-06-19,2022,Hymenoptera
24V448,F2,CDFA_P19,Neuroptera,Myrmeleontidae,Myrmeleon,rusticus,24.VI.2017,2017-06-24,2017,Neuroptera
24V449,G2,CDFA_P19,Neuroptera,Myrmeleontidae,Myrmeleon,arizonicus,30.VI.2018,2018-06-30,2018,Neuroptera
24V450,H2,CDFA_P19,Neuroptera,Myrmeleontidae,Gnopholeon,delicatulus,01.VII.2019,2019-07-01,2019,Neuroptera
24V451,A3,CDFA_P19,Neuroptera,Ithonidae,Polystoechotes,punctata,15.VIII.2011,2011-08-15,2011,Neuroptera
24V452,B3,CDFA_P19,Neuroptera,Myrmeleontidae,Dendroleon,speciosus,03.VII.2016,2016-07-03,2016,Neuroptera
24V453,C3,CDFA_P19,Neuroptera,Myrmeleontidae,Purenleon,inscriptus,27.V.2017,2017-05-27,2017,Neuroptera
24V454,D3,CDFA_P19,Neuroptera,Myrmeleontidae,Purenleon,connexus,23.VII.2017,2017-07-23,2017,Neuroptera
24V455,E3,CDFA_P19,Neuroptera,Myrmeleontidae,Euptilon,normalis,12.VII.2017,2017-07-12,2017,Neuroptera
24V456,F3,CDFA_P19,Neuroptera,Myrmeleontidae,Gnopholeon,barberi,11.VII.2017,2017-07-11,2017,Neuroptera
24V457,G3,CDFA_P19,Neuroptera,Myrmeleontidae,Menkeleon,barberi,11.VII.2017,2017-07-11,2017,Neuroptera
24V458,H3,CDFA_P19,Neuroptera,Myrmeleontidae,Eremoleon,gracile,27.V.2017,2017-05-27,2017,Neuroptera
24V459,A4,CDFA_P19,Neuroptera,Myrmeleontidae,Eremoleon,cf. pallens,16.VI.2018,2018-06-16,2018,Neuroptera
24V460,B4,CDFA_P19,Neuroptera,Myrmeleontidae,Eremoleon,insipidus,19.VI.2022,2022-06-19,2022,Neuroptera
24V461,C4,CDFA_P19,Neuroptera,Myrmeleontidae,Scotoleon,peregrinus,01.VII.2017,2017-07-01,2017,Neuroptera
24V462,D4,CDFA_P19,Neuroptera,Myrmeleontidae,Brachynemurus,ferox,03.VII.2016,2016-07-03,2016,Neuroptera
24V463,E4,CDFA_P19,Neuroptera,Myrmeleontidae,Scotoleon,cf. minusculus,03.VII.2016,2016-07-03,2016,Neuroptera
24V464,F4,CDFA_P19,Neuroptera,Myrmeleontidae,Scotoleon,fidelitas,24.VI.2017,2017-06-24,2017,Neuroptera
24V465,G4,CDFA_P19,Neuroptera,Myrmeleontidae,Scotoleon,nigrilabris,03.VII.2016,2016-07-03,2016,Neuroptera
24V466,H4,CDFA_P19,Neuroptera,Myrmeleontidae,Brachynemurus,cf. elongatus,02.VIII.2022,2022-08-02,2022,Neuroptera
24V467,A5,CDFA_P19,Neuroptera,Myrmeleontidae,Paranthaclisis,nevadensis,22.VII.2017,2017-07-22,2017,Neuroptera
24V468,B5,CDFA_P19,Neuroptera,Myrmeleontidae,Paranthaclisis,congener,27.V.2017,2017-05-27,2017,Neuroptera
24V469,C5,CDFA_P19,Neuroptera,Myrmeleontidae,Clathroneuria,westcotti,26.VII.2018,2018-07-26,2018,Neuroptera
24V470,D5,CDFA_P19,Neuroptera,Myrmeleontidae,Clathroneuria,navajo,12.VIII.2018,2018-08-12,2018,Neuroptera
24V471,E5,CDFA_P19,Neuroptera,Myrmeleontidae,Scotoleon,eiseni,02.VIII.2021,2021-08-02,2021,Neuroptera
24V472,F5,CDFA_P19,Neuroptera,Myrmeleontidae,Scotoleon,intermedius,26.V.2017,2017-05-26,2017,Neuroptera
24V473,G5,CDFA_P19,Neuroptera,Myrmeleontidae,Brachynemurus,californicus,01.VII.2019,2019-07-01,2019,Neuroptera
24V474,H5,CDFA_P19,Neuroptera,Myrmeleontidae,Clathroneuria,coquilletti,31.VIII.2019,2019-08-31,2019,Neuroptera
24V475,A6,CDFA_P19,Coleoptera,Scarabaeidae,Canthon,simplex,14.V.1989,1989-05-14,1989,Coleoptera
24V476,B6,CDFA_P19,Coleoptera,Scarabaeidae,Onitis,alexis,21.IX.1994,1994-09-21,1994,Coleoptera
24V477,C6,CDFA_P19,Coleoptera,Scarabaeidae,Onthophagus,cartwrighti,10.VIII.1981,1981-08-10,1981,Coleoptera
24V478,D6,CDFA_P19,Coleoptera,Scarabaeidae,Serica,alternata,5.VII.1989,1989-07-05,1989,Coleoptera
24V479,E6,CDFA_P19,Coleoptera,Scarabaeidae,Serica,fimbriata,01.VII.1988,1988-07-01,1988,Coleoptera
24V480,F6,CDFA_P19,Coleoptera,Scarabaeidae,Serica,serotina,01.VII.1989,1989-07-01,1989,Coleoptera
24V481,G6,CDFA_P19,Coleoptera,Scarabaeidae,Diplotaxis,corvina,10.V.1983,1983-05-10,1983,Coleoptera
24V482,H6,CDFA_P19,Coleoptera,Scarabaeidae,Diplotaxis,insignis,16.IV.1980,1980-04-16,1980,Coleoptera
24V483,A7,CDFA_P19,Coleoptera,Scarabaeidae,Diplotaxis,sierrae,31.VII.2016,2016-07-31,2016,Coleoptera
24V484,B7,CDFA_P19,Coleoptera,Scarabaeidae,Phyllophaga,anxia,03.VI.1982,1982-06-03,1982,Coleoptera
24V485,C7,CDFA_P19,Coleoptera,Scarabaeidae,Polyphylla,barbata,17.VI.1993,1993-06-17,1993,Coleoptera
24V486,D7,CDFA_P19,Coleoptera,Scarabaeidae,Amblonoxia,palpalis,27.VI.2005,2005-06-27,2005,Coleoptera
24V487,E7,CDFA_P19,Coleoptera,Scarabaeidae,Parathyce,harfordi,18.VII.1991,1991-07-18,1991,Coleoptera
24V488,F7,CDFA_P19,Coleoptera,Scarabaeidae,Plectrodes,pubescens,08.VI.1996,1996-06-08,1996,Coleoptera
24V489,G7,CDFA_P19,Coleoptera,Scarabaeidae,Amphimallon,majale,30.VIII.1995,1995-08-30,1995,Coleoptera
24V490,H7,CDFA_P19,Coleoptera,Scarabaeidae,Phobetus,comatus,09.V.2000,2000-05-09,2000,Coleoptera
24V491,A8,CDFA_P19,Coleoptera,Scarabaeidae,Phobetus,humeralis,27.III.2011,2011-03-27,2011,Coleoptera
24V492,B8,CDFA_P19,Coleoptera,Scarabaeidae,Coenonycha,ampla,02.V.1981,1981-05-02,1981,Coleoptera
24V493,C8,CDFA_P19,Coleoptera,Scarabaeidae,Coenonycha,barri,24.III.1981,1981-03-24,1981,Coleoptera
24V494,D8,CDFA_P19,Coleoptera,Scarabaeidae,Coenonycha,fusca,27.II.1986,1986-02-27,1986,Coleoptera
24V495,E8,CDFA_P19,Coleoptera,Scarabaeidae,Coenonycha,fusca,09.III.1990,1990-03-09,1990,Coleoptera
24V496,F8,CDFA_P19,Coleoptera,Scarabaeidae,Coenonycha,pallida,29.III.1991,1991-03-29,1991,Coleoptera
24V497,G8,CDFA_P19,Coleoptera,Scarabaeidae,Coenonycha,pallida,05.IV.1986,1986-04-05,1986,Coleoptera
24V498,H8,CDFA_P19,Coleoptera,Scarabaeidae,Coenonycha,purshiae,02.V.2003,2003-05-02,2003,Coleoptera
24V499,A9,CDFA_P19,Coleoptera,Scarabaeidae,Dichelonyx,elongatula,17.V.1980,1980-05-17,1980,Coleoptera
24V500,B9,CDFA_P19,Coleoptera,Scarabaeidae,Dichelonyx,lateralis,11.VI.2010,2010-06-11,2010,Coleoptera
24V501,C9,CDFA_P19,Coleoptera,Scarabaeidae,Dichelonyx,pusilla,24.VI.2004,2004-06-24,2004,Coleoptera
24V502,D9,CDFA_P19,Coleoptera,Scarabaeidae,Dichelonyx,sp.,13.VII.1995,1995-07-13,1995,Coleoptera
24V503,E9,CDFA_P19,Coleoptera,Scarabaeidae,Paracotalpa,granicollis,08.V.1998,1998-05-08,1998,Coleoptera
24V504,F9,CDFA_P19,Coleoptera,Scarabaeidae,Paracotalpa,granicollis,14.IV.1999,1999-04-14,1999,Coleoptera
24V505,G9,CDFA_P19,Coleoptera,Scarabaeidae,Paracotalpa,ursina,14.III.1988,1988-03-14,1988,Coleoptera
24V506,H9,CDFA_P19,Coleoptera,Scarabaeidae,Pseudocotalpa,andrewsi,16.IV.1991,1991-04-16,1991,Coleoptera
24V507,A10,CDFA_P19,Coleoptera,Scarabaeidae,Anomala,carlsoni,16.IV.1991,1991-04-16,1991,Coleoptera
24V508,B10,CDFA_P19,Coleoptera,Scarabaeidae,Leptohoplia,testaceipennis,16.IV.1991,1991-04-16,1991,Coleoptera
24V509,C10,CDFA_P19,Coleoptera,Scarabaeidae,Cyclocephala,longula,15.VI.2000,2000-06-15,2000,Coleoptera
24V510,D10,CDFA_P19,Coleoptera,Scarabaeidae,Cyclocephala,pasadenae,01.VII.2014,2014-07-01,2014,Coleoptera
24V511,E10,CDFA_P19,Coleoptera,Scarabaeidae,Cotinis,mutabilis,18.VIII.2022,2022-08-18,2022,Coleoptera
24V512,F10,CDFA_P19,Coleoptera,Scarabaeidae,Cremastocheilus,angularis,18.V.1995,1995-05-18,1995,Coleoptera
24V513,G10,CDFA_P19,Coleoptera,Scarabaeidae,Cremastocheilus,schaumii,26.VI.1984,1984-06-26,1984,Coleoptera
24V514,H10,CDFA_P19,Coleoptera,Scarabaeidae,Cremastocheilus,schaumii westwoodi,07.V.2001,2001-05-07,2001,Coleoptera
24V515,A11,CDFA_P19,Coleoptera,Scarabaeidae,Cremastocheilus,quadratus,04.IV.1998,1998-04-04,1998,Coleoptera
24V516,B11,CDFA_P19,Coleoptera,Scarabaeidae,Cremastocheilus,pilosicollis maritimus,25.X.1999,1999-10-25,1999,Coleoptera
24V517,C11,CDFA_P19,Coleoptera,Scarabaeidae,Cremastocheilus,crinitis,25.V.1991,1991-05-25,1991,Coleoptera
24V518,D11,CDFA_P19,Coleoptera,Scarabaeidae,Cremastocheilus,armatus montanus,15.VI.1997,1997-06-15,1997,Coleoptera
24V519,E11,CDFA_P19,Coleoptera,Scarabaeidae,Valgus,californicus,23.V.2005,2005-05-23,2005,Coleoptera
24V520,F11,CDFA_P19,Coleoptera,Rhipiceridae,Sandalus,californicus,10.VII.1985,1985-07-10,1985,Coleoptera
24V521,G11,CDFA_P19,Coleoptera,Dascillidae,Dascillus,davidsoni,26.V.1980,1980-05-26,1980,Coleoptera
24V522,H11,CDFA_P19,Coleoptera,Dascillidae,Dascillus,plumbeus,30.IV.1980,1980-04-30,1980,Coleoptera
24V523,A12,CDFA_P19,Coleoptera,Dascillidae,Anorus,sp.,01.X.1985,1985-10-01,1985,Coleoptera
24V524,B12,CDFA_P19,Coleoptera,Schizopodidae,Dystaxia,elegans,15.VII.1998,1998-07-15,1998,Coleoptera
24V525,C12,CDFA_P19,Coleoptera,Schizopodidae,Glyptoscelimorpha,juniperae,17.VI.1992,1992-06-17,1992,Coleoptera
24V526,D12,CDFA_P19,Coleoptera,Schizopodidae,Glyptoscelimorpha,marmorata,28.VI.2016,2016-06-28,2016,Coleoptera
24V527,E12,CDFA_P19,Coleoptera,Schizopodidae,Glyptoscelimorpha,viridis,30.VII.2016,2016-07-30,2016,Coleoptera
24V528,F12,CDFA_P19,Coleoptera,Schizopodidae,Schizopus,laetus,21.IV.1991,1991-04-21,1991,Coleoptera
24V256,A1,CDFA_P17,Coleoptera,Leiodidae,Hydnobius,matthewsi,10.XI.1981,1981-11-10,1981,Coleoptera
24V264,B1,CDFA_P17,Coleoptera,Silphidae,Thanatophilus,lapponicus,10.VII.1985,1985-07-10,1985,Coleoptera
24V265,C1,CDFA_P17,Coleoptera,Silphidae,Heterosilpha,ramosa,23.II.1984,1984-02-23,1984,Coleoptera
24V266,D1,CDFA_P17,Coleoptera,Silphidae,Heterosilpha,ramosa,17.VI.1988,1988-06-17,1988,Coleoptera
24V267,E1,CDFA_P17,Coleoptera,Silphidae,Nicrophorus,guttula,28.VIII.1984,1984-08-28,1984,Coleoptera
24V268,F1,CDFA_P17,Coleoptera,Silphidae,Nicrophorus,guttula,11.IX.1988,1988-09-11,1988,Coleoptera
24V269,G1,CDFA_P17,Coleoptera,Silphidae,Nicrophorus,marginatus,VIII.1989,NA,NA,Coleoptera
24V270,H1,CDFA_P17,Coleoptera,Silphidae,Nicrophorus,mexicanus,18.V.1987,1987-05-18,1987,Coleoptera
24V271,A2,CDFA_P17,Coleoptera,Silphidae,Nicrophorus,nigrita,VIII.1988,NA,NA,Coleoptera
24V272,B2,CDFA_P17,Coleoptera,Staphylinidae,Staphylinus,olens,08.X.1981,1981-10-08,1981,Coleoptera
24V273,C2,CDFA_P17,Coleoptera,Staphylinidae,Oxyporus,occipitalis,29.IX.2009,2009-09-29,2009,Coleoptera
24V274,D2,CDFA_P17,Coleoptera,Staphylinidae,Nudobius,pugetanus,02.III.1982,1982-03-02,1982,Coleoptera
24V275,E2,CDFA_P17,Coleoptera,Staphylinidae,Philonthus,aberti,22.VI.1983,1983-06-22,1983,Coleoptera
24V276,F2,CDFA_P17,Coleoptera,Staphylinidae,Philonthus,alumnus,30.VII.1983,1983-07-30,1983,Coleoptera
24V277,G2,CDFA_P17,Coleoptera,Staphylinidae,Philonthus,caurinus,30.VII.1983,1983-07-30,1983,Coleoptera
24V278,H2,CDFA_P17,Coleoptera,Staphylinidae,Philonthus,cognatus,25.X.1980,1980-10-25,1980,Coleoptera
24V279,A3,CDFA_P17,Coleoptera,Staphylinidae,Philonthus,concinnus,23.IX.1981,1981-09-23,1981,Coleoptera
24V280,B3,CDFA_P17,Coleoptera,Staphylinidae,Philonthus,crotchi,23.IX.1981,1981-09-23,1981,Coleoptera
24V281,C3,CDFA_P17,Coleoptera,Staphylinidae,Philonthus,cruentatus,10.VIII.1983,1983-08-10,1983,Coleoptera
24V282,D3,CDFA_P17,Coleoptera,Staphylinidae,Philonthus,ferreipennis ferreipennis,18.V.1983,1983-05-18,1983,Coleoptera
24V283,E3,CDFA_P17,Coleoptera,Staphylinidae,Philonthus,furvus,26.IV.1981,1981-04-26,1981,Coleoptera
24V284,F3,CDFA_P17,Coleoptera,Staphylinidae,Philonthus,grandicollis,21.V.1980,1980-05-21,1980,Coleoptera
