"catalog","order","family","genus","species","date","dates_corr","year","orders"
"CASENT9132906","Coleoptera","Elmidae","Cleptelmis","ornata","7/28/05",2005-07-28,"2005","Coleoptera"
"CASENT9132762","Coleoptera","Elmidae","Ampumixis","dispar","7/28/05",2005-07-28,"2005","Coleoptera"
"CASLOT062055","Ephemeroptera","Heptageniidae","Epeorus","sp.","7/28/05",2005-07-28,"2005","Ephemeroptera"
"CASENT9101024","Ephemeroptera","Ephemerellidae","Drunella","flavilinea","7/28/05",2005-07-28,"2005","Ephemeroptera"
"CASLOT76137","Ephemeroptera","Baetidae","Callibaetis","ferrugineus","2/8/06",2006-02-08,"2006","Ephemeroptera"
"CASLOT060900","Ephemeroptera","Leptophlebiidae","Paraleptophlebia","sp.","6/12/05",2005-06-12,"2005","Ephemeroptera"
"CASLOT060901","Ephemeroptera","Leptophlebiidae","Paraleptophlebia","sp.","6/12/05",2005-06-12,"2005","Ephemeroptera"
"CASLOT76389","Ephemeroptera","Baetidae","Diphetor","hageni","6/12/05",2005-06-12,"2005","Ephemeroptera"
"CASLOT059168","Ephemeroptera","Heptageniidae","Cinygma","sp.","6/12/05",2005-06-12,"2005","Ephemeroptera"
"CASENT9130882","Megaloptera","Sialidae","Sialis","arvalis","6/12/05",2005-06-12,"2005","Megaloptera"
"CASENT9116143","Ephemeroptera","Leptophlebiidae","Paraleptophlebia","memoriais","6/12/05",2005-06-12,"2005","Ephemeroptera"
"CASENT9116275","Ephemeroptera","Heptageniidae","Rhithrogena","decora","7/3/05",2005-07-03,"2005","Ephemeroptera"
"CASLOT062365","Ephemeroptera","Ephemerellidae","Ephemerella","excrucians","7/3/05",2005-07-03,"2005","Ephemeroptera"
"CASENT9130380",NA,NA,"Helodon","sp.","7/3/05",2005-07-03,"2005",NA
"CASENT9130501","Hemiptera","Corixidae","Sigara","washingtonensis","7/3/05",2005-07-03,"2005","Hemiptera"
"CASLOT062366","Ephemeroptera","Leptohyphidae","Tricorythodes","explicatus","9/9/05",2005-09-09,"2005","Ephemeroptera"
"CASLOT064539","Coleoptera","Dytiscidae","Oreodytes","picturatus","9/9/05",2005-09-09,"2005","Coleoptera"
"CASLOT76670",NA,NA,"Procloeon","pennulatum","9/9/05",2005-09-09,"2005",NA
"CASENT9116144","Ephemeroptera","Leptophlebiidae","Paraleptophlebia","sp.","9/9/05",2005-09-09,"2005","Ephemeroptera"
"CASENT9128172","Ephemeroptera","Baetidae","Baetis","sp.","9/9/05",2005-09-09,"2005","Ephemeroptera"
"CASENT9132178","Diptera","Ceratopogonidae","Atrichopogon","sp.","9/9/05",2005-09-09,"2005","Diptera"
"CASLOT76123","Ephemeroptera","Baetidae","Callibaetis","sp.","8/18/05",2005-08-18,"2005","Ephemeroptera"
"CASENT9132035","Coleoptera","Hydrophilidae","Tropisternus","ellipticus","8/18/05",2005-08-18,"2005","Coleoptera"
"CASENT9132691","Coleoptera","Haliplidae","Brychius","pacificus","8/18/05",2005-08-18,"2005","Coleoptera"
"CASENT9115715","Coleoptera","Dytiscidae","Stictotarsus","striatellus","8/18/05",2005-08-18,"2005","Coleoptera"
"CASENT9115570","Coleoptera","Dytiscidae","Liodessus","obscurellus","8/18/05",2005-08-18,"2005","Coleoptera"
"CASENT9132899","Odonata","Libellulidae","Paltothemis","lineatipes","2/17/06",2006-02-17,"2006","Odonata"
"CASLOT75433","Ephemeroptera","Baetidae","Baetis","sp.","2/17/06",2006-02-17,"2006","Ephemeroptera"
"CASENT9128567","Ephemeroptera","Baetidae","Fallceon","quilleri","2/17/06",2006-02-17,"2006","Ephemeroptera"
"CASENT9116300","Diptera","Chironomidae","Tanytarsus","sp.","2/17/06",2006-02-17,"2006","Diptera"
"CASLOT059070","Ephemeroptera","Ephemerellidae","Drunella","flavilinea","2/17/06",2006-02-17,"2006","Ephemeroptera"
"CASENT9116221","Ephemeroptera","Heptageniidae","Epeorus","sp.","2/17/06",2006-02-17,"2006","Ephemeroptera"
"CASLOT75441","Ephemeroptera","Baetidae","Baetis","sp. 32","2/17/06",2006-02-17,"2006","Ephemeroptera"
"CASENT9132886","Plecoptera","Perlodidae","Isoperla","sp.","2/17/06",2006-02-17,"2006","Plecoptera"
"CASENT9131419","Hemiptera","Belostomatidae","Abedus","indentatus","2/16/06",2006-02-16,"2006","Hemiptera"
"CASLOT059074","Ephemeroptera","Ephemerellidae","Drunella","flavilinea","2/23/06",2006-02-23,"2006","Ephemeroptera"
"CASENT9132992","Plecoptera","Perlodidae","Isoperla","sp.","2/23/06",2006-02-23,"2006","Plecoptera"
"CASENT9115620","Coleoptera","Dytiscidae","Agabus","sp.","2/23/06",2006-02-23,"2006","Coleoptera"
"CASLOT059610","Ephemeroptera","Heptageniidae","Ironodes","sp.","2/23/06",2006-02-23,"2006","Ephemeroptera"
"CASLOT062121","Ephemeroptera","Heptageniidae","Epeorus","longimanus","2/23/06",2006-02-23,"2006","Ephemeroptera"
"CASLOT75354","Ephemeroptera","Baetidae","Baetis","sp.","7/28/05",2005-07-28,"2005","Ephemeroptera"
"CASENT9132815","Coleoptera","Elmidae","Ampumixis","dispar","7/28/05",2005-07-28,"2005","Coleoptera"
"CASENT9101022","Ephemeroptera","Ephemerellidae","Drunella","flavilinea","7/17/05",2005-07-17,"2005","Ephemeroptera"
"CASENT9132680","Coleoptera","Elmidae","Cleptelmis","addenda","7/17/05",2005-07-17,"2005","Coleoptera"
"CASLOT062056","Ephemeroptera","Heptageniidae","Epeorus","sp.","7/17/05",2005-07-17,"2005","Ephemeroptera"
"CASLOT062367","Ephemeroptera","Ephemerellidae","Serratella","cognata","7/17/05",2005-07-17,"2005","Ephemeroptera"
"CASLOT75358","Ephemeroptera","Baetidae","Baetis","sp.","7/17/05",2005-07-17,"2005","Ephemeroptera"
"CASENT9130929","Diptera","Simuliidae","Prosimulium","sp.","7/17/05",2005-07-17,"2005","Diptera"
"CASLOT062779","Megaloptera","Corydalidae","Orohermes","crepusculus","7/17/05",2005-07-17,"2005","Megaloptera"
"CASLOT059003","Ephemeroptera","Ephemerellidae","Drunella","flavilinea","7/17/05",2005-07-17,"2005","Ephemeroptera"
"CASLOT062368","Ephemeroptera","Ephemerellidae","Ephemerella","excrucians","7/17/05",2005-07-17,"2005","Ephemeroptera"
"CASLOT062057","Ephemeroptera","Heptageniidae","Epeorus","sp.","7/17/05",2005-07-17,"2005","Ephemeroptera"
"CASLOT059611","Ephemeroptera","Heptageniidae","Ironodes","sp.","7/17/05",2005-07-17,"2005","Ephemeroptera"
"CASLOT059208","Ephemeroptera","Heptageniidae","Cinygmula","sp.","7/17/05",2005-07-17,"2005","Ephemeroptera"
"CASENT9101069","Ephemeroptera","Heptageniidae","Cinygma","sp.","7/17/05",2005-07-17,"2005","Ephemeroptera"
"CASLOT75483","Ephemeroptera","Ameletidae","Ameletus","sp.","7/17/05",2005-07-17,"2005","Ephemeroptera"
"CASLOT75355","Ephemeroptera","Baetidae","Baetis","sp.","7/17/05",2005-07-17,"2005","Ephemeroptera"
"CASENT9116301","Diptera","Chironomidae",NA,NA,"7/17/05",2005-07-17,"2005","Diptera"
"CASENT9130372","Trichoptera","Leptoceridae","Mystacides","sepulchralis","7/16/05",2005-07-16,"2005","Trichoptera"
"CASENT9130145","Trichoptera","Leptoceridae","Oecetis","inconspicua","7/16/05",2005-07-16,"2005","Trichoptera"
"CASENT9132828","Coleoptera","Elmidae","Ampumixis","dispar","7/29/05",2005-07-29,"2005","Coleoptera"
"CASENT9116360","Ephemeroptera","Ephemerellidae","Serratella","teresa","7/29/05",2005-07-29,"2005","Ephemeroptera"
"CASLOT75357","Ephemeroptera","Baetidae","Baetis","sp.","7/29/05",2005-07-29,"2005","Ephemeroptera"
"CASENT9130966","Megaloptera","Sialidae","Sialis","occidens","7/28/05",2005-07-28,"2005","Megaloptera"
"CASENT9116361","Ephemeroptera","Ephemerellidae","Timpanoga","hecuba","7/28/05",2005-07-28,"2005","Ephemeroptera"
"CASENT9128196","Ephemeroptera","Ameletidae","Ameletus","sp.","7/28/05",2005-07-28,"2005","Ephemeroptera"
"CASENT9128159","Ephemeroptera","Baetidae","Centroptilum","sp.","7/28/05",2005-07-28,"2005","Ephemeroptera"
"CASENT9128147","Ephemeroptera","Baetidae","Baetis","sp.","7/28/05",2005-07-28,"2005","Ephemeroptera"
"CASLOT059163","Ephemeroptera","Heptageniidae","Cinygma","sp.","7/28/05",2005-07-28,"2005","Ephemeroptera"
"CASLOT062369","Ephemeroptera","Ephemerellidae","Ephemerella","excrucians","8/27/05",2005-08-27,"2005","Ephemeroptera"
"CASENT9101242","Ephemeroptera","Ephemerellidae","Caudatella","sp.","8/27/05",2005-08-27,"2005","Ephemeroptera"
"CASLOT75401","Ephemeroptera","Baetidae","Baetis","sp.","8/27/05",2005-08-27,"2005","Ephemeroptera"
"CASENT9101312","Ephemeroptera","Heptageniidae","Ironodes","sp.","8/27/05",2005-08-27,"2005","Ephemeroptera"
"CASLOT062058","Ephemeroptera","Heptageniidae","Epeorus","sp.","8/28/05",2005-08-28,"2005","Ephemeroptera"
"CASLOT059612","Ephemeroptera","Heptageniidae","Ironodes","sp.","8/28/05",2005-08-28,"2005","Ephemeroptera"
"CASENT9101082","Ephemeroptera","Heptageniidae","Cinygmula","sp.","8/28/05",2005-08-28,"2005","Ephemeroptera"
"CASLOT75399","Ephemeroptera","Baetidae","Baetis","sp.","8/28/05",2005-08-28,"2005","Ephemeroptera"
"CASENT9132837","Plecoptera","Nemouridae","Visoka","cataractae","8/28/05",2005-08-28,"2005","Plecoptera"
"CASLOT75479","Ephemeroptera","Ameletidae","Ameletus","sp.","8/28/05",2005-08-28,"2005","Ephemeroptera"
"CASLOT062059","Ephemeroptera","Heptageniidae","Epeorus","sp.","8/28/05",2005-08-28,"2005","Ephemeroptera"
"CASLOT062213","Ephemeroptera","Heptageniidae","Leucrocuta","sp.","8/28/05",2005-08-28,"2005","Ephemeroptera"
"CASLOT062370","Ephemeroptera","Ephemerellidae","Serratella","micheneri","8/28/05",2005-08-28,"2005","Ephemeroptera"
"CASLOT75398","Ephemeroptera","Baetidae","Baetis","sp.","8/28/05",2005-08-28,"2005","Ephemeroptera"
"CASENT9131957","Coleoptera","Gyrinidae","Gyrinus","sp.","8/28/05",2005-08-28,"2005","Coleoptera"
"CASENT9130804","Megaloptera","Sialidae","Sialis","sp.","8/28/05",2005-08-28,"2005","Megaloptera"
"CASENT9101246","Ephemeroptera","Ephemerellidae","Caudatella","sp.","8/28/05",2005-08-28,"2005","Ephemeroptera"
"CASENT9128563","Ephemeroptera","Ephemerellidae","Attenella","soquele","8/28/05",2005-08-28,"2005","Ephemeroptera"
"CASLOT062214","Ephemeroptera","Heptageniidae","Leucrocuta","sp.","8/28/05",2005-08-28,"2005","Ephemeroptera"
"CASLOT76666",NA,NA,"Procloeon","pennulatum","8/28/05",2005-08-28,"2005",NA
"CASLOT06092","Ephemeroptera","Leptophlebiidae","Paraleptophlebia","sp.","8/28/05",2005-08-28,"2005","Ephemeroptera"
"CASLOT75474","Ephemeroptera","Ameletidae","Ameletus","sp.","8/28/05",2005-08-28,"2005","Ephemeroptera"
"CASLOT75402","Ephemeroptera","Baetidae","Baetis","sp.","8/28/05",2005-08-28,"2005","Ephemeroptera"
"CASENT9130682","Hemiptera","Corixidae",NA,NA,"8/28/05",2005-08-28,"2005","Hemiptera"
"CASLOT062817","Megaloptera","Corydalidae","Corydalus","cognata","8/27/05",2005-08-27,"2005","Megaloptera"
"CASLOT062060","Ephemeroptera","Heptageniidae","Epeorus","sp.","8/27/05",2005-08-27,"2005","Ephemeroptera"
"CASLOT75393","Ephemeroptera","Baetidae","Baetis","sp.","8/27/05",2005-08-27,"2005","Ephemeroptera"
"CASLOT059484","Ephemeroptera","Ephemerellidae","Caudatella","sp.","8/27/05",2005-08-27,"2005","Ephemeroptera"
"CASLOT062371","Ephemeroptera","Ephemerellidae","Ephemerella","excrucians","8/27/05",2005-08-27,"2005","Ephemeroptera"
"CASENT9116302","Diptera","Chironomidae","Calopsectra","sp.","8/27/05",2005-08-27,"2005","Diptera"
"CASLOT062751","Diptera","Blephariceridae","Blepharicera","ostensackeni","8/27/05",2005-08-27,"2005","Diptera"
"CASENT9130130","Diptera","Blephariceridae","Blepharicera","ostensackeni","8/27/05",2005-08-27,"2005","Diptera"
"CASENT9132939","Plecoptera","Perlodidae","Oroperla","barbara","8/28/05",2005-08-28,"2005","Plecoptera"
"CASLOT75396","Ephemeroptera","Baetidae","Baetis","sp.","8/28/05",2005-08-28,"2005","Ephemeroptera"
"CASENT9116362","Ephemeroptera","Ephemerellidae","Serratella","micheneri","8/28/05",2005-08-28,"2005","Ephemeroptera"
"CASENT9132945","Plecoptera","Perlodidae","Frisonia","picticeps","8/27/05",2005-08-27,"2005","Plecoptera"
"CASLOT059613","Ephemeroptera","Heptageniidae","Ironodes","sp.","8/27/05",2005-08-27,"2005","Ephemeroptera"
"CASLOT062061","Ephemeroptera","Heptageniidae","Epeorus","sp.","8/27/05",2005-08-27,"2005","Ephemeroptera"
"CASENT9101297","Ephemeroptera","Heptageniidae","Heptagenia","sp.","8/27/05",2005-08-27,"2005","Ephemeroptera"
"CASENT9116272","Ephemeroptera","Heptageniidae","Leucrocuta","sp.","8/27/05",2005-08-27,"2005","Ephemeroptera"
"CASLOT059113","Ephemeroptera","Ephemerellidae","Drunella","grandis","8/27/05",2005-08-27,"2005","Ephemeroptera"
"CASLOT75400","Ephemeroptera","Baetidae","Baetis","sp.","8/27/05",2005-08-27,"2005","Ephemeroptera"
"CASENT9127862","Ephemeroptera","Baetidae","Diphetor","hageni","8/27/05",2005-08-27,"2005","Ephemeroptera"
"CASENT9132946","Plecoptera","Perlodidae","Frisonia","picticeps","9/5/05",2005-09-05,"2005","Plecoptera"
"CASLOT75469","Ephemeroptera","Ameletidae","Ameletus","sp.","9/5/05",2005-09-05,"2005","Ephemeroptera"
"CASLOT060903","Ephemeroptera","Leptophlebiidae","Paraleptophlebia","sp.","9/5/05",2005-09-05,"2005","Ephemeroptera"
"CASLOT75390","Ephemeroptera","Baetidae","Baetis","sp.","9/5/05",2005-09-05,"2005","Ephemeroptera"
"CASENT9116363","Ephemeroptera","Ephemerellidae","Serratella","teresa","9/5/05",2005-09-05,"2005","Ephemeroptera"
"CASLOT059137","Ephemeroptera","Ephemerellidae","Drunella","spinifera","9/5/05",2005-09-05,"2005","Ephemeroptera"
"CASENT9132957","Plecoptera","Perlodidae","Frisonia","picticeps","9/5/05",2005-09-05,"2005","Plecoptera"
"CASLOT75470","Ephemeroptera","Ameletidae","Ameletus","sp.","9/5/05",2005-09-05,"2005","Ephemeroptera"
"CASLOT75392","Ephemeroptera","Baetidae","Baetis","sp.","9/5/05",2005-09-05,"2005","Ephemeroptera"
"CASLOT062372","Ephemeroptera","Ephemerellidae","Serratella","teresa","9/5/05",2005-09-05,"2005","Ephemeroptera"
"CASENT9132631","Coleoptera","Elmidae","Cleptelmis","addenda","9/5/05",2005-09-05,"2005","Coleoptera"
"CASENT9131195",NA,NA,"Ecclisomyia","sp.","9/5/05",2005-09-05,"2005",NA
"CASLOT75471","Ephemeroptera","Ameletidae","Ameletus","sp.","9/5/05",2005-09-05,"2005","Ephemeroptera"
"CASENT9101049","Ephemeroptera","Ephemerellidae","Drunella","spinifera","9/5/05",2005-09-05,"2005","Ephemeroptera"
"CASLOT75391","Ephemeroptera","Baetidae","Baetis","sp.","9/5/05",2005-09-05,"2005","Ephemeroptera"
"CASENT9115725","Coleoptera","Dytiscidae","Stictotarsus","griseostriatus","9/5/05",2005-09-05,"2005","Coleoptera"
"CASENT9130458","Trichoptera","Limnephilidae","Ecclisomyia","sp.","9/5/05",2005-09-05,"2005","Trichoptera"
"CASLOT75475","Ephemeroptera","Ameletidae","Ameletus","sp.","9/5/05",2005-09-05,"2005","Ephemeroptera"
"CASLOT75380","Ephemeroptera","Baetidae","Baetis","sp.","9/5/05",2005-09-05,"2005","Ephemeroptera"
"CASENT9132140","Plecoptera","Perlodidae","Isoperla","sp.","9/5/05",2005-09-05,"2005","Plecoptera"
"CASENT9101057","Ephemeroptera","Ephemerellidae","Drunella","spinifera","9/5/05",2005-09-05,"2005","Ephemeroptera"
"CASENT9130115","Trichoptera","Rhyacophilidae","Rhyacophila","arnaudi","9/5/05",2005-09-05,"2005","Trichoptera"
"CASENT9130657","Trichoptera","Brachycentridae","Brachycentrus","sp.","9/5/05",2005-09-05,"2005","Trichoptera"
"CASLOT062062","Ephemeroptera","Heptageniidae","Epeorus","sp.","9/5/05",2005-09-05,"2005","Ephemeroptera"
"CASENT9132970","Plecoptera","Perlodidae","Frisonia","picticeps","9/5/05",2005-09-05,"2005","Plecoptera"
"CASLOT060904","Ephemeroptera","Leptophlebiidae","Paraleptophlebia","sp.","9/5/05",2005-09-05,"2005","Ephemeroptera"
"CASLOT75385","Ephemeroptera","Baetidae","Baetis","sp.","9/5/05",2005-09-05,"2005","Ephemeroptera"
"CASLOT062245","Diptera","Chironomidae",NA,NA,"9/5/05",2005-09-05,"2005","Diptera"
"CASENT9130301","Ephemeroptera","Baetidae","Anafroptilum","conturbatum","9/4/05",2005-09-04,"2005","Ephemeroptera"
"CASENT9116303","Diptera","Chironomidae",NA,NA,"9/4/05",2005-09-04,"2005","Diptera"
"CASENT9132042","Plecoptera","Perlidae","Claassenia","sabulosa","9/4/05",2005-09-04,"2005","Plecoptera"
"CASENT9130806","Trichoptera","Brachycentridae","Brachycentrus","echo","9/4/05",2005-09-04,"2005","Trichoptera"
"CASLOT062120","Ephemeroptera","Heptageniidae","Epeorus","longimanus","9/4/05",2005-09-04,"2005","Ephemeroptera"
"CASENT9116212","Ephemeroptera","Heptageniidae","Nixe","sp.","9/4/05",2005-09-04,"2005","Ephemeroptera"
"CASLOT062373","Ephemeroptera","Ephemerellidae","Serratella","micheneri","9/4/05",2005-09-04,"2005","Ephemeroptera"
"CASENT9130575","Ephemeroptera","Ephemerellidae","Attenella","soquele","9/4/05",2005-09-04,"2005","Ephemeroptera"
"CASENT9128577","Ephemeroptera","Ephemerellidae","Caudatella","columbiella","9/4/05",2005-09-04,"2005","Ephemeroptera"
"CASLOT76343","Ephemeroptera","Baetidae","Baetis","tricaudatus","9/4/05",2005-09-04,"2005","Ephemeroptera"
"CASENT9128197","Ephemeroptera","Ameletidae","Ameletus","sp.","9/4/05",2005-09-04,"2005","Ephemeroptera"
"CASLOT062374","Ephemeroptera","Ephemerellidae","Timpanoga","hecuba","9/4/05",2005-09-04,"2005","Ephemeroptera"
"CASLOT75476","Ephemeroptera","Ameletidae","Ameletus","sp.","9/4/05",2005-09-04,"2005","Ephemeroptera"
"CASENT9130020","Trichoptera","Apataniidae","Pedomoecus","sierra","9/4/05",2005-09-04,"2005","Trichoptera"
"CASENT9132570","Coleoptera","Elmidae","Rhizelmis","nigra","9/4/05",2005-09-04,"2005","Coleoptera"
"CASENT9132783","Coleoptera","Elmidae","Narpus","concolor","9/4/05",2005-09-04,"2005","Coleoptera"
"CASLOT062375","Ephemeroptera","Ephemerellidae","Serratella","micheneri","9/4/05",2005-09-04,"2005","Ephemeroptera"
"CASLOT76383","Ephemeroptera","Baetidae","Diphetor","hageni","9/4/05",2005-09-04,"2005","Ephemeroptera"
"CASLOT76333","Ephemeroptera","Baetidae","Baetis","tricaudatus","9/4/05",2005-09-04,"2005","Ephemeroptera"
"CASENT9116145","Ephemeroptera","Leptophlebiidae","Paraleptophlebia","sp.","9/4/05",2005-09-04,"2005","Ephemeroptera"
"CASENT9132556","Coleoptera","Elmidae","Optioservus","sp.","9/4/05",2005-09-04,"2005","Coleoptera"
"CASLOT062177","Ephemeroptera","Heptageniidae","Rhithrogena","sp.","9/4/05",2005-09-04,"2005","Ephemeroptera"
"CASENT9115792","Coleoptera","Dytiscidae","Stictotarsus","griseostriatus","9/4/05",2005-09-04,"2005","Coleoptera"
"CASENT9131400","Megaloptera","Sialidae","Sialis","sp.","9/4/05",2005-09-04,"2005","Megaloptera"
"CASENT9115731","Coleoptera","Dytiscidae","Stictotarsus","griseostriatus","9/4/05",2005-09-04,"2005","Coleoptera"
"CASLOT060905","Ephemeroptera","Leptophlebiidae","Paraleptophlebia","sp.","9/4/05",2005-09-04,"2005","Ephemeroptera"
"CASLOT060906","Ephemeroptera","Leptophlebiidae","Paraleptophlebia","sp.","9/4/05",2005-09-04,"2005","Ephemeroptera"
"CASENT9130612","Ephemeroptera","Baetidae","Anafroptilum","conturbatum","9/4/05",2005-09-04,"2005","Ephemeroptera"
"CASENT9116364","Ephemeroptera","Leptohyphidae","Tricorythodes","explicatus","9/4/05",2005-09-04,"2005","Ephemeroptera"
"CASENT9101034","Ephemeroptera","Ephemerellidae","Drunella","grandis","9/4/05",2005-09-04,"2005","Ephemeroptera"
"CASLOT064550","Coleoptera","Dytiscidae","Oreodytes","sp.","9/4/05",2005-09-04,"2005","Coleoptera"
"CASENT9132554","Plecoptera","Perlodidae","Isoperla","sp.","9/4/05",2005-09-04,"2005","Plecoptera"
"CASLOT064542","Coleoptera","Dytiscidae","Oreodytes","picturatus","9/4/05",2005-09-04,"2005","Coleoptera"
"CASLOT75468","Ephemeroptera","Ameletidae","Ameletus","sp.","9/6/05",2005-09-06,"2005","Ephemeroptera"
"CASENT9101031","Ephemeroptera","Ephemerellidae","Drunella","flavilinea","9/6/05",2005-09-06,"2005","Ephemeroptera"
"CASLOT062376","Ephemeroptera","Ephemerellidae","Serratella","micheneri","9/6/05",2005-09-06,"2005","Ephemeroptera"
"CASLOT76108","Ephemeroptera","Baetidae","Baetis","tricaudatus","9/6/05",2005-09-06,"2005","Ephemeroptera"
"CASLOT062256","Diptera","Chironomidae",NA,NA,"9/6/05",2005-09-06,"2005","Diptera"
"CASLOT060728","Ephemeroptera","Leptophlebiidae","Paraleptophlebia","sp.","9/6/05",2005-09-06,"2005","Ephemeroptera"
"CASENT9101036","Ephemeroptera","Ephemerellidae","Drunella","grandis","9/6/05",2005-09-06,"2005","Ephemeroptera"
"CASENT9130286","Trichoptera","Rhyacophilidae","Rhyacophila","arnaudi","9/6/05",2005-09-06,"2005","Trichoptera"
"CASENT9132678","Coleoptera","Elmidae","Rhizelmis","nigra","9/6/05",2005-09-06,"2005","Coleoptera"
"CASLOT75477","Ephemeroptera","Ameletidae","Ameletus","sp.","9/6/05",2005-09-06,"2005","Ephemeroptera"
"CASLOT76109","Ephemeroptera","Baetidae","Baetis","tricaudatus","9/6/05",2005-09-06,"2005","Ephemeroptera"
"CASLOT76327","Ephemeroptera","Baetidae","Baetis","sp.","9/6/05",2005-09-06,"2005","Ephemeroptera"
"CASENT9128187","Ephemeroptera","Ameletidae","Ameletus","sp.","9/6/05",2005-09-06,"2005","Ephemeroptera"
"CASLOT062122","Ephemeroptera","Heptageniidae","Epeorus","longimanus","9/6/05",2005-09-06,"2005","Ephemeroptera"
"CASENT9101026","Ephemeroptera","Ephemerellidae","Drunella","doddsi","9/6/05",2005-09-06,"2005","Ephemeroptera"
"CASLOT062178","Ephemeroptera","Heptageniidae","Rhithrogena","sp.","9/6/05",2005-09-06,"2005","Ephemeroptera"
"CASLOT059101","Ephemeroptera","Ephemerellidae","Drunella","flavilinea","9/6/05",2005-09-06,"2005","Ephemeroptera"
"CASLOT76331","Ephemeroptera","Baetidae","Baetis","tricaudatus","9/6/05",2005-09-06,"2005","Ephemeroptera"
"CASENT9101050","Ephemeroptera","Ephemerellidae","Drunella","spinifera",NA,NA,NA,"Ephemeroptera"
"CASENT9116247","Ephemeroptera","Heptageniidae","Epeorus","longimanus",NA,NA,NA,"Ephemeroptera"
"CASLOT75472","Ephemeroptera","Ameletidae","Ameletus","sp.",NA,NA,NA,"Ephemeroptera"
"CASENT9130422","Coleoptera","Hydraenidae","Hydraena","martini","9/6/05",2005-09-06,"2005","Coleoptera"
"CASENT9115613","Coleoptera","Dytiscidae","Agabus","lutosus","9/6/05",2005-09-06,"2005","Coleoptera"
"CASENT9131376","Ephemeroptera","Ephemerellidae","Caudatella","columbiella","9/6/05",2005-09-06,"2005","Ephemeroptera"
"CASENT9101313","Ephemeroptera","Heptageniidae","Ironodes","sp.","9/6/05",2005-09-06,"2005","Ephemeroptera"
"CASLOT062123","Ephemeroptera","Heptageniidae","Epeorus","longimanus","9/6/05",2005-09-06,"2005","Ephemeroptera"
"CASLOT76114","Ephemeroptera","Baetidae","Baetis","tricaudatus","9/6/05",2005-09-06,"2005","Ephemeroptera"
"CASENT9101038","Ephemeroptera","Ephemerellidae","Drunella","grandis","9/24/05",2005-09-24,"2005","Ephemeroptera"
"CASLOT062179","Ephemeroptera","Heptageniidae","Rhithrogena","sp.","9/24/05",2005-09-24,"2005","Ephemeroptera"
"CASLOT062063","Ephemeroptera","Heptageniidae","Epeorus","sp.","9/24/05",2005-09-24,"2005","Ephemeroptera"
"CASLOT76107","Ephemeroptera","Baetidae","Baetis","tricaudatus","9/24/05",2005-09-24,"2005","Ephemeroptera"
"CASENT9131862","Diptera","Tabanidae","Tabanus","sp.","9/24/05",2005-09-24,"2005","Diptera"
"CASENT9130821","Trichoptera","Calamoceratidae","Heteroplectron","californicum","9/24/05",2005-09-24,"2005","Trichoptera"
"CASLOT062022","Ephemeroptera","Heptageniidae","Nixe","sp.","9/24/05",2005-09-24,"2005","Ephemeroptera"
"CASLOT060907","Ephemeroptera","Leptophlebiidae","Paraleptophlebia","sp.","9/24/05",2005-09-24,"2005","Ephemeroptera"
"CASLOT76675",NA,NA,"Procloeon","venosum","9/24/05",2005-09-24,"2005",NA
"CASLOT060908","Ephemeroptera","Leptophlebiidae","Paraleptophlebia","sp.","9/24/05",2005-09-24,"2005","Ephemeroptera"
"CASLOT062023","Ephemeroptera","Heptageniidae","Leucrocuta","sp.","9/24/05",2005-09-24,"2005","Ephemeroptera"
"CASLOT76664",NA,NA,"Procloeon","venosum","9/24/05",2005-09-24,"2005",NA
"CASENT9128094","Ephemeroptera","Baetidae","Baetis","tricaudatus","9/24/05",2005-09-24,"2005","Ephemeroptera"
"CASENT9127861","Ephemeroptera","Baetidae","Diphetor","hageni","9/24/05",2005-09-24,"2005","Ephemeroptera"
"CASLOT059117","Ephemeroptera","Ephemerellidae","Drunella","grandis","9/24/05",2005-09-24,"2005","Ephemeroptera"
"CASLOT062378","Ephemeroptera","Ephemerellidae","Serratella","micheneri","9/24/05",2005-09-24,"2005","Ephemeroptera"
"CASLOT062124","Ephemeroptera","Heptageniidae","Epeorus","longimanus","9/24/05",2005-09-24,"2005","Ephemeroptera"
"CASENT9132207","Coleoptera","Dryopidae","Helichus","columbianus","9/24/05",2005-09-24,"2005","Coleoptera"
"CASLOT062257","Diptera","Chironomidae","Rheotanytarsus","sp.","9/24/05",2005-09-24,"2005","Diptera"
"CASLOT76110","Ephemeroptera","Baetidae","Baetis","tricaudatus","9/24/05",2005-09-24,"2005","Ephemeroptera"
"CASENT9128189","Ephemeroptera","Ameletidae","Ameletus","sp.","9/24/05",2005-09-24,"2005","Ephemeroptera"
"CASENT9116146","Ephemeroptera","Leptophlebiidae","Paraleptophlebia","sp.","9/24/05",2005-09-24,"2005","Ephemeroptera"
"CASENT9127858","Ephemeroptera","Baetidae","Diphetor","hageni","9/24/05",2005-09-24,"2005","Ephemeroptera"
"CASLOT060909","Ephemeroptera","Leptophlebiidae","Paraleptophlebia","sp.","9/24/05",2005-09-24,"2005","Ephemeroptera"
"CASENT9116365","Ephemeroptera","Ephemerellidae","Serratella","micheneri","9/24/05",2005-09-24,"2005","Ephemeroptera"
"CASENT9132009","Coleoptera","Dryopidae","Helichus","columbianus","9/24/05",2005-09-24,"2005","Coleoptera"
"CASLOT062024","Ephemeroptera","Heptageniidae","Nixe","sp.","9/24/05",2005-09-24,"2005","Ephemeroptera"
